ID,Fecha,Informacion,Conductividad (μS/cm),Temperatura (°C),pH,x,y,Elevacion,Profundidad,Latitud,Longitud,2H,18O,comment,d-excess,Nombre,Tipo_Fuente,Localizacion_geologia,Tipo,Fuente,Mes,Temporada,P (mm),Año,UnidadGeologicaProf,UnidadGeoProf,NIDOS
432,03/19/2021,,172,,9,1015397,1339347,58,65,7.026,-73.167,-40.4545,-6.7335,San Pablo- Acueducto Santodomingo,13.4135,Acueducto Santodomingo,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,N1r (U3),N1r ,
S63,03/19/2021,,116,,,1043911,1304451,103,80,7.026,-73.167,-52.9902,-8.4495,Corregimiento Pradilla,14.6058,Pradilla,Subterranea,Sur,Pozo Profundo,Campo,3,Seca,,2021,N1r (U4),N1r ,Sur
,11/07/2020,,231,,6.6,1063577,1365160,85,50,7.026,-73.167,-40.38,-6.74,ElPorvenir-50m,13.54,Finca El Porvenir,Subterranea,Norte,Pozo Somero,Campo,11,Humeda,,2020,Q,Q,
,11/09/2020,,309,,6.31,1047593,1410168,133,0,7.144722201,-73.12499996,-40.3,-6.28,ManantialAguachica,9.94,Manantial Aguachica,Subterranea,Norte,Manantial,Campo,11,Humeda,,2020,Q,Q,
S55,03/27/2021,,,,,1020830.7,1311475.15,54,9,7.144722201,-73.12499996,-51.475,-8.0016,C-501 Caserio,12.5378,Escuela Caserio,Subterranea,Sur,Aljibe,Campo,3,Seca,,2021,Q,Q,Sur
S48,03/27/2021,,,,,1020894,1306803,57,365,7.144722201,-73.12499996,-51.3006,-7.6799,C-PCM2,10.1386,PCM 2 ABAS,Subterranea,Sur,ABA,Campo,3,Seca,,2021,N1r (U2),N1r ,Sur
,11/06/2020,,538,,6.99,1044997,1290078,78,45,7.144722201,-73.12499996,-40.01,-6.52,Pozo Somero-45m,12.15,Finca Isla Bonita,Subterranea,Sur,Pozo Somero,Campo,11,Humeda,,2020,N1r (U4),N1r ,
124,03/18/2021,,194,,,1042339,1385386,47,0,7.144722201,-73.12499996,-39.9685,-6.6925,Dona Maria Puerto Patino,13.5715,Cienaga Doña Maria,Superficial,Norte,Cienaga,Campo,3,Seca,,2021,Q,Q,Norte
S52,03/18/2021,,,,,1020894,1306803,57,365,7.144722201,-73.12499996,-50.8976,-7.8944,PCM-2,12.2576,PCM 2 ABAS,Subterranea,Sur,ABA,Campo,3,Seca,,2021,N1r (U2),N1r ,Sur
S50,03/18/2021,,43.1,,5.2,1064803,1308884,140,125,7.144722201,-73.12499996,-48.8373,-7.7856,Planta Espusato,13.4475,Espusato,Subterranea,Sur,Pozo Profundo,Campo,3,Seca,,2021,N1r (U4),N1r ,Sur
K50,04/01/2021,,,,5.6,,,73,6.6,7.144722201,-73.12499996,-39.52,-7.34,,19.2,Mulería Santa Fe,Subterranea,Sur,Aljibe,Kale_platero,4,Humeda,,2021,,,
S46,03/17/2021,,67,,6.7,1041849,1297196,113,80,7.144722201,-73.12499996,-48.1658,-7.6024,Acueducto el Taladro,12.6534,Acueducto El Taladro,Subterranea,Sur,Pozo Profundo,Campo,3,Seca,,2021,N1r (U4),N1r ,Sur
335,03/20/2021,,32.1,,,1057514,1288967,159,65,7.144722201,-73.12499996,-38.9275,-6.4724,Vereda la Raya,12.8517,Vereda La Raya,Subterranea,Sur,Pozo Somero,Campo,3,Seca,,2021,N1r (U2),N1r ,
S44,03/18/2021,,38.2,,,1063985,1309271,126,100,7.144722201,-73.12499996,-47.651,-7.5059,Estadio Espusato,12.3962,Espusato II Estadio ,Subterranea,Sur,Pozo Profundo,Campo,3,Seca,,2021,N1r (U4),N1r ,Sur
S45,03/20/2021,,6.1,,,1058393,1315629,84,42,7.141,-73.118,-47.554,-7.5911,Finca Jamaica,13.1748,Finca Jamaica,Subterranea,Sur,Pozo Somero,Campo,3,Seca,,2021,N1r (U4),N1r ,Sur
M21478,12/28/2023,,,,,,,141,47,7.141,-73.118,-45.48,-6.99,,10.44,Pozo Finca 02,Subterranea,Sur,Pozo somero,ANH-SGI,1,Seca,,2024,,,Sur
107,03/15/2021,,434,,7.1,1047593,1410168,133,0,7.141,-73.118,-38.5171,-5.9824,Manantial Sin nombre,9.3421,Manantial Aguachica,Subterranea,Norte,Manantial,Campo,3,Seca,,2021,Q,Q,
209,03/16/2021,,232,,6.6,1066867,1367983,102,60,7.141,-73.118,-38.4385,-6.4581,Finca San Miguel,13.2263,Finca San MiguEl,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,N1r (U4),N1r ,
137,11/10/2020,,36.2,,5.64,1057514,1288967,159,65,7.141,-73.118,-38.34,-6.31,LaRaya-65m,12.14,Vereda La Raya,Subterranea,Sur,Pozo Somero,Campo,11,Humeda,,2020,N1r (U2),N1r ,
S41,03/17/2021,,8,,6.7,1044360,1294586,133,0,7.141,-73.118,-45.4199,-7.4617,Bocatoma acueducto Cayumba,14.2737,Bocatoma acueducto Cayumba,Subterranea,Sur,Manantial,Campo,3,Seca,,2021,Qat,Q,Sur
K17,02/01/2022,,,,,,,100,0,7.141,-73.118,-43.99,-6.88,,11.05,Manati Blanco,Subterranea,Sur,Manantial,Kale_lluvia,2,Seca,,2022,,,Sur
S27,03/18/2021,,78,,6.4,1016584,1305796,56,100,7.141,-73.118,-43.7025,-6.9054,Pozo Acueducto Brisas,11.5407,Acueducto Brisas,Subterranea,Sur,Pozo Profundo,Campo,3,Seca,,2021,Q,Q,Sur
S31,03/17/2021,,811,,,1055749,1311631,105,60,7.141,-73.118,-43.6645,-7.1316,Finca la Floresta,13.3883,Finca La Floresta,Subterranea,Sur,Pozo Somero,Campo,3,Seca,,2021,N1r (U4),N1r ,Sur
333,03/19/2021,,27.2,,,1050033,1281194,132,8,7.141,-73.118,-37.5458,-5.9263,Villa Haryan,9.8646,Villa Haryan,Subterranea,Sur,Aljibe,Campo,3,Seca,,2021,N1r (U4),N1r ,
323,03/18/2021,,176,,,1066070,1318581,77,130,7.141,-73.118,-37.4948,-6.0087,Acueducto Vereda la Tigra,10.5748,Acueducto Vereda La Tigra,Subterranea,Norte,Pozo Profundo,Campo,3,Seca,,2021,N1r (U4),N1r ,
M20924,12/19/2023,,,,,,,213,0,7.141,-73.118,-37.49,-6.02,,10.67,Finca La Floresta,Subterranea,Sur,Aljibe,ANH-SGI,1,Seca,,2024,,,
324,03/18/2021,,110.4,,,1063262,1317750,87,35,7.102222205,-73.06944438,-37.1843,-6.0625,Finca Los Mangos,11.3157,Finca Los Mangos,Subterranea,Sur,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
,11/07/2020,,123,,7.44,1038007,1411960,29,0,7.102222205,-73.06944438,-36.69,-6,Cienaga Baquero,11.31,Cienaga Baquero,Superficial,Norte,Cienaga,Campo,11,Humeda,,2020,Q,Q,
219,03/17/2021,,192.6,,7.5,1065506,1370086,116,50,7.102222205,-73.06944438,-36.5437,-6.0536,Fca Campo Alegre,11.8851,Finca Campo Alegre,Subterranea,Norte,Pozo Somero,Campo,3,Seca,,2021,Q,Q,
S24,03/19/2021,,40.4,,,1050414,1306942,137,38,7.102222205,-73.06944438,-43.2183,-6.8233,Finca Villa Maria,11.3681,Finca Villa Maria,Subterranea,Sur,Pozo Somero,Campo,3,Seca,,2021,N1r (U4),N1r ,Sur
S23,03/17/2021,,1452,,,1043176,1312924,104,47,7.102222205,-73.06944438,-43.0236,-6.8022,Finca Villa Cruz,11.394,Finca Villa Cruz,Subterranea,Sur,Pozo Somero,Campo,3,Seca,,2021,N1r (U4),N1r ,Sur
,11/05/2020,,85,,6.75,1074741,1353635,126,0,7.102222205,-73.06944438,-36.04,-5.98,W208,11.8,Manantial El Diviso,Subterranea,Norte,Manantial,Campo,11,Humeda,,2020,Q,Q,
S19,03/27/2021,,,,,1027005,1309573,39,7,7.102222205,-73.06944438,-42.4861,-6.7408,C-502,11.4403,Para Piloto,Subterranea,Sur,Aljibe,Campo,3,Seca,,2021,Q,Q,Sur
S28,03/18/2021,,521,,,1066918,1303171,175,0,7.102222205,-73.06944438,-42.0797,-7.0604,Villa Luz,14.4035,Manantial Villa Luz,Subterranea,Sur,Manantial,Campo,3,Seca,,2021,N1r (U4),N1r ,Sur
K45,04/01/2021,,,,3.78,,,64,4.7,7.102222205,-73.06944438,-35.45,-6.67,,17.91,Finca Villa Bernarda,Subterranea,Sur,Aljibe,Kale_platero,4,Humeda,,2021,,,
406,03/16/2021,,182,,6.7,1025176,1284457,43,0,7.102222205,-73.06944438,-35.1979,-5.0152,Cienaga Llanito,4.9237,Cienaga Llanito,Superficial,Sur,Cienaga,Campo,3,Seca,,2021,Q,Q,Sur
S25,03/17/2021,,181.2,,,1038300,1314534,64,0,7.102222205,-73.06944438,-41.3188,-6.8499,Manantial via ferrea - vda campo tigre,13.4804,Manantial via ferrea,Subterranea,Sur,Manantial,Campo,3,Seca,,2021,N1r (U4),N1r ,Sur
442,03/20/2021,,132,,,1020769,1353723,30,0,7.102222205,-73.06944438,-34.8575,-4.9265,Cienaga El Pinal,4.5545,Cienaga El Pinal,Superficial,Norte,Cienaga,Campo,3,Seca,,2021,N1r (U2),N1r ,
M21477,12/28/2023,,,,,,,104,60,7.102222205,-73.06944438,-41.17,-6.38,,9.87,Pozo Finca 01,Subterranea,Sur,Pozo somero,ANH-SGI,1,Seca,,2024,,,Sur
M20677,12/12/2023,,,,,,,149,26,7.102222205,-73.06944438,-40.93,-6.31,,9.55,San Jorge ,Subterranea,Sur,Aljibe,ANH-SGI,1,Seca,,2024,,,Sur
446,03/20/2021,,85,,,1016265,1362060,73,0,7.102222205,-73.06944438,-30.6275,-4.6849,Cienaga El Muneco,6.8517,Cienaga El Muneco,Superficial,Norte,Cienaga,Campo,3,Seca,,2021,Qfl,Q,
S10,03/17/2021,,32,,5.5,1046632,1297845,131,60,7.102222205,-73.06944438,-40.2636,-6.2966,Inaldo Oviedo/Betty,10.1092,Finca Santa Monica,Subterranea,Sur,Pozo Somero,Campo,3,Seca,,2021,N1r (U4),N1r ,Sur
332,03/19/2021,,,,,1049302,1284617,140,0,7.102222205,-73.06944438,-28.8875,-4.9527,Manantial La Union - Tipo: Manantial,10.7341,Manantial La Union,Subterranea,Sur,Manantial,Campo,3,Seca,,2021,QMsr,Q,
S16,03/18/2021,,124.1,,,1068278,1304017,117,33,7.102222205,-73.06944438,-38.1953,-6.643,Finca Buenos Aires I,14.9487,Finca Buenos Aires I,Subterranea,Sur,Pozo Somero,Campo,3,Seca,,2021,N1r (U3),N1r ,Sur
S12,03/17/2021,,1220,,,1041824,1314630,104,0,7.102222205,-73.06944438,-36.5357,-6.4622,Manantial  - Criadero caballos,15.1619,Manantial Criadero caballos,Subterranea,Sur,Manantial,Campo,3,Seca,,2021,N1r (U4),N1r ,Sur
316,03/17/2021,,3.7,,,1037565,1316213,43,0,7.102222205,-73.06944438,-27.76,-3.6325,Cienaga Paredes,1.3,Cienaga Paredes Norte,Superficial,Sur,Cienaga,Campo,3,Seca,,2021,Q,Q,Sur
S6,03/18/2021,,,,,1072049,1316917,130,0,7.125555523,-73.06000002,-34.7061,-5.8915,Bajo rio Negro Santander,12.4259,Manantial Monte Rojo,Subterranea,Sur,Manantial,Campo,3,Seca,,2021,N1r (U3),N1r ,Sur
445,03/20/2021,,91,,,1014971,1372192,35,0,7.125555523,-73.06000002,-22.9159,-2.5405,Cienaga Simiti,-2.5919,Cienaga Simiti,Superficial,Norte,Cienaga,Campo,3,Seca,,2021,Qfl,Q,
M20914,12/20/2023,,,,,,,113,2774,7.125555523,-73.06000002,-22.9,4.93,,-62.34,Lisama 29 Tesoro,Subterranea,Sur,Pozo Petrolifero,ANH-SGI,1,Seca,,2024,Mugrosa,,
M20917,12/20/2023,,,,,,,112,2941,7.125555523,-73.06000002,-18.31,2.51,,-38.39,Suerte 60_Provincia,Subterranea,Sur,Pozo Petrolifero,ANH-SGI,1,Seca,,2024,Esmeralda,,Sur
M20918,12/21/2023,,,,,,,122,2544,7.125555523,-73.06000002,-13.31,1.55,,-25.71,Santos 125,Subterranea,Sur,Pozo Petrolifero,ANH-SGI,1,Seca,,2024,Esmeralda,,Sur
M20913,12/20/2023,,,,,,,151,2190,7.125555523,-73.06000002,-18.98,4.98,,-58.82,Llanito 170,Subterranea,Sur,Pozo Petrolifero,ANH-SGI,1,Seca,,2024,Mugrosa,,
K42,05/01/2022,,,,,,,100,0,7.125555523,-73.06000002,-62.98,-8.64,,6.14,Manati Blanco,Subterranea,Sur,Manantial,Kale_lluvia,5,Humeda,,2022,,,Sur
K51,06/01/2022,,,,,,,100,0,7.125555523,-73.06000002,-61.19,-8.91,,10.09,Manati Blanco,Subterranea,Sur,Manantial,Kale_lluvia,6,Humeda,,2022,,,Sur
K60,07/01/2022,,,,,,,100,0,7.125555523,-73.06000002,-61.03,-8.92,,10.33,Manati Blanco,Subterranea,Sur,Manantial,Kale_lluvia,7,Humeda,,2022,,,Sur
S72,11/23/2020,,146,,7.75,1017975,1307151,49,0,7.125555523,-73.06000002,-61.98,-9.48,Ecopetrol - Cantagallo,13.86,Rio Magdalena Cantagallo Ecopetrol,Superficial,Sur,Rio,Campo,11,Humeda,,2020,Q,Q,Sur
S71,11/23/2020,,146,,7.51,1018106,1307488,49,0,7.125555523,-73.06000002,-61.93,-9.34,Captacion Cantagallo,12.79,Rio Magdalena Cantagallo Captacion,Superficial,Sur,Rio,Campo,11,Humeda,,2020,Q,Q,Sur
S70,11/25/2020,,180,,7.94,1018386,1309355,49,0,7.125555523,-73.06000002,-59.66,-9.24,Rio Magdalena (Cantagallo),14.26,Rio Magdalena Cantagallo,Superficial,Sur,Rio,Campo,11,Humeda,,2020,Q,Q,Sur
S69,11/24/2020,,45,,6.33,1020839,1304639,30,0,7.125555523,-73.06000002,-59.31,-9.08,Cienaga Yariri I centro,13.33,Cienaga Yariri,Superficial,Sur,Cienaga,Campo,11,Humeda,,2020,Q,Q,Sur
K38,04/01/2021,,,,,,,54,0,7.125555523,-73.06000002,-58.57,-8.13,,6.47,hle5,Superficial,Sur,Cienaga,Kale_platero,4,Humeda,,2021,,,Sur
,11/23/2020,,172,,7.71,1016830,1288742,52,0,7.125555523,-73.06000002,-61.47,-9.08,R Sogamoso - R Magdalena 1,11.17,Rio Sogamoso Desembocadura,Superficial,Sur,Rio,Campo,11,Humeda,,2020,Q,Q,
,11/23/2020,,155,,7.86,1018797.56,1317109.5,20,0,7.125555523,-73.06000002,-61.43,-9.31,Rio Magdalena - San Pablo 1,13.05,Rio Magdalena San Pablo,Superficial,Sur,Rio,Campo,11,Humeda,,2020,Q,Q,
M20940,12/28/2023,,,,,,,118,0,7.125555523,-73.06000002,-60.46,-8.99,,11.46,Sogamoso,Superficial,Sur,Rio,ANH-SGI,1,Seca,,2024,,,
,11/25/2020,,166,,7.86,1020084,1275237,56,0,7.125555523,-73.06000002,-60.07,-9.34,Rio Magdalena,14.65,Rio Magdalena en Barrancabermeja,Superficial,Sur,Rio,Campo,11,Humeda,,2020,Q,Q,
M20882,12/19/2023,,,,,,,113,0,7.125555523,-73.06000002,-59.44,-8.81,,11.04,Puente Sogamoso,Superficial,Sur,Rio,ANH-SGI,1,Seca,,2024,,,
M20942,12/28/2023,,,,,,,434,0,7.125555523,-73.06000002,-58.31,-8.83,,12.33,RIO CHUCURÍ ,Superficial,Sur,Rio,ANH-SGI,1,Seca,,2024,,,
,11/09/2020,,232,,7.5,1057767,1283842,104,0,7.735,-73.052,-57.25,-8.84,R.Sogamoso,13.47,Rio Sogamoso Ruta del Sol,Superficial,Sur,Rio,Campo,11,Humeda,,2020,Q,Q,
,11/25/2020,,70,,6.31,1016830,1288742,52,0,7.735,-73.052,-56.25,-8.77,Desembocadura Rio Sogamoso,13.91,Rio Sogamoso Desembocadura,Superficial,Sur,Rio,Campo,11,Humeda,,2020,Q,Q,
K28,04/01/2021,,,,,,,64,0,7.735,-73.052,-56,-8.34,,10.72,hlo24,Superficial,Sur,Rio,Kale_platero,4,Humeda,,2021,,,
K29,04/01/2021,,,,,,,65,0,7.735,-73.052,-53.13,-7.97,,10.63,hlo26,Superficial,Sur,Quebrada,Kale_platero,4,Humeda,,2021,,,Sur
N32,11/28/2020,,100,,6.97,1039015,1377914,33,0,7.735,-73.052,-53.06,-8.34,Rio Lebrija (Barranca-Lebrija),13.66,Río Lebrija en Barrancalebrija,Superficial,Norte,Rio,Campo,11,Humeda,,2020,Q,Q,Norte
318,03/17/2021,,8.9,,,1057767,1283842,104,0,7.735,-73.052,-52.9303,-8.4976,Rio Sogamoso,15.0505,Rio Sogamoso Ruta del Sol,Superficial,Sur,Rio,Campo,3,Seca,,2021,Q,Q,
M20883,12/19/2023,,,,,,,47,0,7.735,-73.052,-52.37,-7.86,,10.51,Rio Magdalena en Vijagual,Superficial,Sur,Rio,ANH-SGI,1,Seca,,2024,,,
M20884,12/19/2023,,,,,,,74.86,0,7.735,-73.052,-52.23,-7.94,,11.29,Río Lebrija ,Superficial,Sur,Rio,ANH-SGI,1,Seca,,2024,,,
M20941,12/19/2023,,,,,,,195,0,7.735,-73.052,-51.78,-7.68,,9.66,Represa,Superficial,Sur,Rio,ANH-SGI,1,Seca,,2024,,,
419,03/17/2021,,203,,8.5,1043855,1293377,75,0,7.735,-73.052,-51.1671,-8.3158,Rio Sogamoso- Puerto Cayumba,15.3593,Rio Sogamoso Puerto Cayumba,Superficial,Sur,Rio,Campo,3,Seca,,2021,Q,Q,
M20879,12/19/2023,,,,,,,67.22,0,7.735,-73.052,-51.03,-7.72,,10.73,Muelle Barrancabermeja,Superficial,Sur,Rio,ANH-SGI,1,Seca,,2024,,,
K36,04/01/2021,,,,,,,75,0,7.735,-73.052,-51.01,-7.82,,11.55,Slo10-Rioogamoso,Superficial,Sur,Rio,Kale_platero,4,Humeda,,2021,,,
S30,04/21/2023,,335,27.8,8.1,1018166,1308554,49,,7,-73,-43.4,-7.11,,13.48,Río Magdalena,Superficial,Sur,Rio,ZEMS,4,Humeda,,2023,,,Sur
M20885,12/19/2023,,,,,,,65,0,7,-73,-50.37,-7.57,,10.19,Rio Lebríja - desembocadura ,Superficial,Sur,Rio,ANH-SGI,1,Seca,,2024,,,
,11/07/2020,,133,,7.55,1036654,1411670,29,0,7,-73,-48.98,-7.69,Rio Magdalena,12.54,Rio Magdalena en Gamarra,Superficial,Norte,Rio,Campo,11,Humeda,,2020,Q,Q,
K31,04/01/2021,,,,,,,89,0,7,-73,-42.26,-6.09,,6.46,Slo4,Superficial,Sur,Quebrada,Kale_platero,4,Humeda,,2021,,,Sur
K20,04/01/2021,,,,,,,73,0,7,-73,-41.97,-6.42,,9.39,hlo8,Superficial,Sur,Quebrada,Kale_platero,4,Humeda,,2021,,,Sur
K33,04/01/2021,,,,,,,93,0,7,-73,-40.84,-6.49,,11.08,Slo7,Superficial,Sur,Quebrada,Kale_platero,4,Humeda,,2021,,,Sur
M20881,12/20/2023,,,,,,,104,0,7,-73,-47.94,-2.9,,-24.74,Cienaga Llanito,Superficial,Sur,Cienaga,ANH-SGI,1,Seca,,2024,,,
,11/10/2020,,203,,7.83,1072272,1350545,95,0,7,-73,-46.76,-7.57,QuebSanIsidro,13.8,Quebrada San Isidro,Superficial,Norte,Quebrada,Campo,11,Humeda,,2020,Q,Q,
M20880,12/19/2023,,,,,,,93,0,7,-73,-46.07,-6.56,,6.41,Ciénaga Chucuri,Superficial,Sur,Cienaga,ANH-SGI,1,Seca,,2024,,,
K40,04/01/2021,,,,,,,65,0,7,-73,-39.84,-5.93,,7.6,hle9,Superficial,Sur,Cienaga,Kale_platero,4,Humeda,,2021,,,Sur
K32,04/01/2021,,,,,,,76,0,7,-73,-38.92,-6.11,,9.96,Slo5,Superficial,Sur,Quebrada,Kale_platero,4,Humeda,,2021,,,Sur
,11/10/2020,,262,,8.56,1051079,1419536,206,0,7,-73,-45.08,-7.27,Quebrada Norean,13.08,Quebrada Norean,Superficial,Norte,Quebrada,Campo,11,Humeda,,2020,Q,Q,
N13,03/18/2021,,227,,7.3,1059799,1381384,107,0,7,-73,-44.6144,-7.097,Quebrada Samua,12.1616,Quebrada Samua,Superficial,Norte,Quebrada,Campo,3,Seca,,2021,Q,Q,Norte
K37,04/01/2021,,,,,,,74,0,7,-73,-44.54,-6.95,,11.06,Slo11-RioMagdalena,Superficial,Sur,Rio,Kale_platero,4,Humeda,,2021,,,
S21,04/19/2023,,26.1,28.4,5.37,1058269.57,1308376.88,98,,7,-73,-38.71,-6.76,,15.37,Quebrada de Gomez,Superficial,Sur,Quebrada,ZEMS,4,Humeda,,2023,,,Sur
K34,04/01/2021,,,,,,,70,0,7,-73,-38.7,-6.09,,10.02,Slo8,Superficial,Sur,Quebrada,Kale_platero,4,Humeda,,2021,,,Sur
K19,04/01/2021,,,,,,,65,0,7,-73,-38.03,-5.83,,8.61,hlo3,Superficial,Sur,Quebrada,Kale_platero,4,Humeda,,2021,,,Sur
115,03/16/2021,,305,,8.4,1051079,1419536,206,0,7,-73,-43.8267,-7.0373,Norean,12.4717,Quebrada Norean,Superficial,Norte,Quebrada,Campo,3,Seca,,2021,Q,Q,
,11/05/2020,,140,,7.61,1042240,1402214,55,0,7,-73,-43.78,-6.89,Quebrada Buturama,11.34,Quebrada Buturama,Superficial,Norte,Quebrada,Campo,11,Humeda,,2020,Q,Q,
K21,04/01/2021,,,,,,,71,0,7,-73,-37.52,-5.98,,10.32,hlo9,Superficial,Sur,Quebrada,Kale_platero,4,Humeda,,2021,,,Sur
K23,04/01/2021,,,,,,,72,0,7,-73,-36.32,-5.77,,9.84,hlo11,Superficial,Sur,Quebrada,Kale_platero,4,Humeda,,2021,,,Sur
S7,04/20/2023,,414,29.7,6.7,1021495,1298988,107,,7,-73,-36.11,-6.09,,12.61,Quebrada,Superficial,Sur,Quebrada,ZEMS,4,Humeda,,2023,,,Sur
K39,04/01/2021,,,,,,,58,0,7,-73,-35.51,-5.31,,6.97,hle8,Superficial,Sur,Cienaga,Kale_platero,4,Humeda,,2021,,,Sur
K24,04/01/2021,,,,,,,67,0,7,-73,-34.92,-5.88,,12.12,hlo16,Superficial,Sur,Quebrada,Kale_platero,4,Humeda,,2021,,,Sur
K22,04/01/2021,,,,,,,69,0,7.393208688,-72.89168611,-30.21,-4.49,,5.71,hlo10,Superficial,Sur,Quebrada,Kale_platero,4,Humeda,,2021,,,Sur
K35,04/01/2021,,,,,,,68,0,7.393208688,-72.89168611,-30.15,-4.83,,8.49,Slo9,Superficial,Sur,Quebrada,Kale_platero,4,Humeda,,2021,,,Sur
K18,04/01/2021,,,,,,,59,0,7.393208688,-72.89168611,-28.69,-4.18,,4.75,hlo1,Superficial,Sur,Quebrada,Kale_platero,4,Humeda,,2021,,,Sur
S3,04/21/2023,,49.3,27.2,6.88,1026089,1302577,79,,7.393208688,-72.89168611,-28.41,-4.76,,9.67,Quebrada km8,Superficial,Sur,Quebrada,ZEMS,4,Humeda,,2023,,,Sur
S4,04/20/2023,,45.2,26.4,6.4,1041782,1297796,107,,7.402228171,-72.89065678,-28.35,-5.26,,13.73,Quebrada,Superficial,Sur,Quebrada,ZEMS,4,Humeda,,2023,,,Sur
K25,04/01/2021,,,,,,,63,0,7.402228171,-72.89065678,-19.32,-1.74,,-5.4,hlo19,Superficial,Sur,Quebrada,Kale_platero,4,Humeda,,2021,,,Sur
K30,04/01/2021,,,,,,,66,0,7.402228171,-72.89065678,-16.27,-1.67,,-2.91,Slo1,Superficial,Sur,Quebrada,Kale_platero,4,Humeda,,2021,,,Sur
K26,04/01/2021,,,,,,,66,0,7.402228171,-72.89065678,-15.22,-1.04,,-6.9,hlo21,Superficial,Sur,Quebrada,Kale_platero,4,Humeda,,2021,,,Sur
K27,04/01/2021,,,,,,,59,0,7.402228171,-72.89065678,-6.23,0.59,,-10.95,hlo22,Superficial,Sur,Quebrada,Kale_platero,4,Humeda,,2021,,,Sur
,11/09/2020,,146,,7.6,1066307,1368838,102,0,7.402228171,-72.89065678,-41.46,-6.98,QuebTorcoroma,14.38,Quebarada Torcorama,Superficial,Norte,Quebrada,Campo,11,Humeda,,2020,Q,Q,
S1,04/21/2023,,75.4,28,4.6,1023065,1305593,30,,7.402228171,-72.89065678,-5.81,-0.93,,1.63,Cienaga Yariri,Superficial,Sur,Cienaga,ZEMS,4,Humeda,,2023,,,Sur
M20937,12/19/2023,,,,,,,66.98,0,7.402228171,-72.89065678,-53.15,-7.95,,10.45,Puerto Willches,Superficial,Sur,Rio,ANH-SGI,1,Seca,,2024,,,Sur
M20938,12/19/2023,,,,,,,101.87,0,7.402228171,-72.89065678,-52.34,-8.09,,12.38,Rio Lebríja ,Superficial,Sur,Rio,ANH-SGI,1,Seca,,2024,,,Sur
230,03/20/2021,,129,,7.8,1076260,1349572,118,0,7.402228171,-72.89065678,-40.0942,-6.9755,Rio San Alberto- Espiritu santo- Panamericana,15.7098,Rio San Alberto en  Panamericana,Superficial,Norte,Rio,Campo,3,Seca,,2021,Q,Q,
138,03/22/2021,,,,,1013954,1330294,77,0,7.402228171,-72.89065678,-39.0276,-6.3323,quebrada wpi,11.6308,Quebrada Wpi,Superficial,Norte,Quebrada,Campo,3,Seca,,2021,N1r (U3),N1r ,
136,03/20/2021,,194.5,,,1036654,1411670,29,0,7.402228171,-72.89065678,-38.2155,-6.3959,Rio Magdalena,12.9517,Rio Magdalena en Gamarra,Superficial,Norte,Rio,Campo,3,Seca,,2021,Q,Q,
426,03/18/2021,,335,,7.5,1012975,1295503,57,,7.402228171,-72.89065678,-37.9855,-5.8489,Cano Patico,8.8057,Cano Patico,Superficial,Sur,Quebrada,Campo,3,Seca,,2021,Q,Q,
401,03/15/2021,,380,,8,1020084,1275237,56,0,7.402228171,-72.89065678,-37.8149,-6.2994,Rio Magdalena,12.5803,Rio Magdalena en Barrancabermeja,Superficial,Sur,Rio,Campo,3,Seca,,2021,Q,Q,
210,03/16/2021,,150,,7.8,1066307,1368838,102,0,7.402228171,-72.89065678,-37.578,-6.41,Quebrada Torcoroma,13.702,Quebarada Torcorama,Superficial,Norte,Quebrada,Campo,3,Seca,,2021,Q,Q,
S35,03/20/2021,,141,,,1018386,1309355,49,0,7.402228171,-72.89065678,-43.502,-7.3392,Rio Magdalena,15.2116,Rio Magdalena Cantagallo,Superficial,Sur,Rio,Campo,3,Seca,,2021,Q,Q,Sur
139,03/22/2021,,,,,1016345,1363505,82,0,7.402228171,-72.89065678,-37.2353,-6.2238,rio boque,12.5551,Rio Boque,Superficial,Norte,Rio,Campo,3,Seca,,2021,Qfl,Q,
205,03/15/2021,,487,,7.2,1072272,1350545,95,0,7.402228171,-72.89065678,-37.1861,-6.2425,Q. Vereda San Isidro,12.7539,Quebrada San Isidro,Superficial,Norte,Quebrada,Campo,3,Seca,,2021,Q,Q,
N12,03/19/2021,,222,,7.5,1061561,1377970,90,0,7.14139,-73.11833,-37.1051,-6.1159,Quebrada la Rayita ,11.8221,Quebrada La Rayita o Bejuco,Superficial,Norte,Quebrada,Campo,3,Seca,,2021,Q,Q,Norte
232,03/20/2021,,89.5,,7.5,1075513,1359400,345,0,7.14139,-73.11833,-36.7023,-6.5727,Q. Guaduas- Represa C.R Guaduas,15.8793,Quebrada Guaduas Represa,Superficial,Norte,Quebrada,Campo,3,Seca,,2021,J1b,J,
231,03/20/2021,,118,,7.6,1071346,1343764,87,0,7.14139,-73.11833,-36.2827,-6.5857,Rio San Alberto- Puerto Carreno/indupalma,16.4029,Rio San Alberto en indupalma,Superficial,Norte,Rio,Campo,3,Seca,,2021,Q,Q,
M20939,12/19/2023,,,,,,,100,0,7.14139,-73.11833,-42.94,-6.75,,11.06,Quebrada La Gomez ,Superficial,Sur,Rio,ANH-SGI,1,Seca,,2024,,,Sur
